episode,protein,stage,total_reward,final_energy,rmsd,steps,clashes,policy_loss,value_loss,entropy
389,1L2Y,1,149.54,29.8926,19.7128,50,4,0,0,0
390,1L2Y,1,104.58,37.3048,13.5635,50,4,0,0,0
391,1L2Y,1,146.7,33.429,15.1354,50,0,0,0,0
392,1L2Y,1,158.74,327.1504,14.2081,50,0,-0.0137,5.6442,8.125
393,1L2Y,1,129.2,84.3855,17.8008,50,0,0,0,0
394,1L2Y,1,113.96,140.0602,16.102,50,0,0,0,0
395,1L2Y,1,128.08,32.7457,19.2936,50,0,0,0,0
396,1L2Y,1,117.12,34.3917,20.0917,50,0,0,0,0
397,1L2Y,1,119.16,31.6509,19.5485,50,3,0.01,4.3643,8.1245
398,1L2Y,1,99.26,197.8476,14.032,50,2,0,0,0
399,1L2Y,1,177.36,35.4395,25.3538,50,1,0,0,0
400,1L2Y,1,165.66,33.0723,28.3898,50,1,0,0,0
401,1L2Y,1,94.92,29.1335,21.5679,50,0,0,0,0
402,1L2Y,1,131.58,37.8554,16.4041,50,0,0.0083,6.0633,8.1237
403,1L2Y,1,80.56,244.0888,14.1183,50,0,0,0,0
404,1L2Y,1,136.2,32.7625,16.9645,50,1,0,0,0
405,1L2Y,1,131.0,25.1296,21.7308,50,0,0,0,0
406,1L2Y,1,101.62,39.2825,16.12,50,1,0,0,0
407,1L2Y,1,-11.5,38.6261,11.9844,5,5,0,0,0
408,1L2Y,1,151.58,41.2235,21.0877,50,3,0.0049,4.3627,8.1241
409,1L2Y,1,144.42,39.508,11.7058,50,0,0,0,0
410,1L2Y,1,95.32,40.2928,20.8633,50,1,0,0,0
411,1L2Y,1,120.08,38.7087,17.7991,50,1,0,0,0
412,1L2Y,1,67.48,35.6094,18.6259,50,4,0,0,0
413,1L2Y,1,107.88,31.1849,18.3915,50,0,-0.0131,6.2655,8.1253
414,1L2Y,1,135.56,51.3202,8.8276,50,1,0,0,0
415,1L2Y,1,40.16,230.5532,13.1776,17,1,0,0,0
416,1L2Y,1,97.96,41.5731,12.1697,50,0,0,0,0
417,1L2Y,1,143.16,36.866,24.0567,50,0,0,0,0
418,1L2Y,1,95.18,41.6638,12.2101,50,3,0,0,0
419,1L2Y,1,138.98,272.9652,13.6757,50,2,-0.0102,3.988,8.1254
420,1L2Y,1,95.16,40.2688,14.5107,50,0,0,0,0
421,1L2Y,1,108.2,32.9001,18.5758,50,4,0,0,0
422,1L2Y,1,90.24,284.1028,8.3773,50,1,0,0,0
423,1L2Y,1,160.56,55.2543,16.3586,50,0,0,0,0
424,1L2Y,1,149.86,63.9086,11.932,50,4,-0.0065,8.1662,8.1249
425,1L2Y,1,131.94,31.0506,16.4499,50,1,0,0,0
426,1L2Y,1,147.12,36.9008,16.3074,50,0,0,0,0
427,1L2Y,1,111.68,31.135,15.8083,50,1,0,0,0
428,1L2Y,1,91.54,32.924,21.8282,50,2,0,0,0
429,1L2Y,1,103.12,36.3925,13.7015,50,2,0.0001,5.4628,8.1243
430,1L2Y,1,133.76,35.8726,22.618,50,0,0,0,0
431,1L2Y,1,113.9,36.3872,17.0543,50,0,0,0,0
432,1L2Y,1,114.0,24.4106,21.6173,50,4,0,0,0
433,1L2Y,1,-11.86,237.6659,12.4689,6,5,0,0,0
434,1L2Y,1,131.3,37.0429,21.6045,50,0,0,0,0
435,1L2Y,1,97.48,291.238,16.1651,50,2,0.001,3.9552,8.1243
436,1L2Y,1,102.98,35.2901,18.715,50,1,0,0,0
437,1L2Y,1,104.68,29.8501,21.0589,50,3,0,0,0
438,1L2Y,1,158.18,46.6029,24.5812,50,2,0,0,0
439,1L2Y,1,63.24,187.2148,12.6504,50,4,0,0,0
440,1L2Y,1,105.32,35.4951,22.2996,50,1,0.0231,7.7876,8.1231
441,1L2Y,1,113.08,44.4915,14.0606,50,0,0,0,0
442,1L2Y,1,109.62,313.4353,18.0617,50,0,0,0,0
443,1L2Y,1,103.0,47.6021,13.2605,50,0,0,0,0
444,1L2Y,1,150.0,39.8657,15.6464,50,1,0,0,0
445,1L2Y,1,98.44,248.9896,10.7982,50,1,-0.0019,5.9778,8.1244
446,1L2Y,1,153.14,138.4402,20.8747,50,1,0,0,0
447,1L2Y,1,138.7,37.9292,24.7416,50,1,0,0,0
448,1L2Y,1,122.48,40.5029,22.2901,50,0,0,0,0
449,1L2Y,1,90.32,252.5289,18.5081,50,2,0,0,0
450,1L2Y,1,100.4,31.9996,24.2406,50,2,0,0,0
451,1L2Y,1,101.08,54.4127,19.2769,50,0,-0.0028,4.3084,8.1246
452,1L2Y,1,151.88,38.0691,16.4303,50,0,0,0,0
453,1L2Y,1,146.52,32.5927,15.387,50,0,0,0,0
454,1L2Y,1,118.44,489.9649,14.9345,50,3,0,0,0
455,1L2Y,1,107.5,32.9006,18.7778,50,1,0,0,0
456,1L2Y,1,108.34,40.9207,16.6618,50,1,-0.0053,4.782,8.1247
457,1L2Y,1,-7.0,30.8271,15.2243,6,4,0,0,0
458,1L2Y,1,142.92,35.6961,15.1033,50,0,0,0,0
459,1L2Y,1,127.62,34.9523,25.3045,50,0,0,0,0
460,1L2Y,1,166.2,39.863,11.956,50,0,0,0,0
461,1L2Y,1,168.08,32.5458,22.6521,50,1,0,0,0
462,1L2Y,1,105.92,218.3109,18.7499,50,2,-0.0033,5.6289,8.1249
463,1L2Y,1,149.62,31.144,23.9591,50,1,0,0,0
464,1L2Y,1,103.02,44.3435,15.8865,50,2,0,0,0
465,1L2Y,1,104.68,46.801,17.4629,50,0,0,0,0
466,1L2Y,1,124.2,38.475,18.6503,50,1,0,0,0
467,1L2Y,1,118.14,35.9843,11.5477,50,1,0.0,4.3736,8.1249
468,1L2Y,1,92.66,275.5369,24.6388,50,3,0,0,0
469,1L2Y,1,132.6,34.3936,19.5709,50,2,0,0,0
470,1L2Y,1,93.38,34.9498,13.9775,50,0,0,0,0
471,1L2Y,1,134.46,34.2372,21.2865,50,0,0,0,0
472,1L2Y,1,159.22,33.143,15.6684,50,1,-0.0071,5.0053,8.125
473,1L2Y,1,-0.96,36.2621,22.0016,6,4,0,0,0
474,1L2Y,1,113.32,32.1441,18.6611,50,2,0,0,0
475,1L2Y,1,103.5,30.5712,13.2375,50,0,0,0,0
476,1L2Y,1,146.64,39.7075,19.8061,50,1,0,0,0
477,1L2Y,1,115.64,32.4932,19.1147,50,0,0,0,0
478,1L2Y,1,107.42,36.0985,19.4295,50,4,-0.0052,5.9863,8.1251
479,1L2Y,1,114.5,43.045,20.9339,50,1,0,0,0
480,1L2Y,1,141.16,33.8747,15.4429,50,1,0,0,0
481,1L2Y,1,119.98,38.4571,17.6262,50,1,0,0,0
482,1L2Y,1,118.64,32.3084,16.0087,50,0,0,0,0
483,1L2Y,1,117.44,37.8422,17.9194,50,1,0.001,4.0496,8.1256
484,1L2Y,1,-3.26,137.1387,25.809,7,5,0,0,0
485,1L2Y,1,127.06,94.302,9.5741,50,0,0,0,0
486,1L2Y,1,120.78,44.2701,10.6546,50,0,0,0,0
487,1L2Y,1,111.28,45.6539,13.9486,50,1,0,0,0
488,1L2Y,1,100.06,27.4919,21.0556,50,1,0,0,0
489,1L2Y,1,123.88,42.407,17.8658,50,4,-0.0279,3.6437,8.1255
490,1L2Y,1,119.74,32.4635,15.5574,50,1,0,0,0
491,1L2Y,1,124.78,17.0188,21.5652,50,1,0,0,0
492,1L2Y,1,99.02,41.4737,21.6536,50,1,0,0,0
493,1L2Y,1,122.34,48.0536,20.5519,50,1,0,0,0
494,1L2Y,1,126.26,83.7167,13.3652,50,1,-0.0145,3.1711,8.1253
495,1L2Y,1,-10.0,46.9031,12.907,6,4,0,0,0
496,1L2Y,1,127.0,34.4714,20.2695,50,3,0,0,0
497,1L2Y,1,110.06,32.6623,15.6696,50,0,0,0,0
498,1L2Y,1,129.32,163.2936,13.9394,50,0,0,0,0
499,1L2Y,1,7.66,25.0462,11.9049,7,4,0,0,0
500,1L2Y,1,106.98,39.3853,20.7549,50,0,0,0,0
501,1L2Y,1,83.78,49.7854,15.5834,50,1,-0.0017,6.9576,8.1252
502,1L2Y,1,163.04,34.0511,12.5275,50,0,0,0,0
503,1L2Y,1,-11.5,30.6654,9.9181,5,5,0,0,0
504,1L2Y,1,136.46,28.5385,27.207,50,1,0,0,0
505,1L2Y,1,128.4,53.5156,20.755,50,3,0,0,0
506,1L2Y,1,149.42,154.4761,22.4583,50,1,0,0,0
507,1L2Y,1,100.32,36.5193,29.2833,50,0,0.0009,5.9888,8.1249
508,1L2Y,1,153.8,32.0411,25.0902,50,1,0,0,0
509,1L2Y,1,132.16,399.841,6.2791,50,1,0,0,0
510,1L2Y,1,68.88,33.3311,20.2285,50,1,0,0,0
511,1L2Y,1,129.5,40.3645,11.9298,50,1,0,0,0
512,1L2Y,1,149.92,36.5605,31.0734,50,1,0.002,7.9959,8.1248
513,1L2Y,1,125.84,28.5248,18.3666,50,4,0,0,0
514,1L2Y,1,92.66,42.4166,15.9586,50,0,0,0,0
515,1L2Y,1,106.46,36.7968,20.0071,50,0,0,0,0
516,1L2Y,1,88.0,178.5409,15.5726,50,2,0,0,0
517,1L2Y,1,-11.5,37.419,14.774,5,5,0,0,0
518,1L2Y,1,81.02,34.6501,17.7593,50,3,-0.0163,5.7068,8.1246
519,1L2Y,1,146.72,38.811,23.9729,50,0,0,0,0
520,1L2Y,1,128.68,691.2068,9.307,50,1,0,0,0
521,1L2Y,1,101.38,32.6254,15.2562,50,1,0,0,0
522,1L2Y,1,162.62,38.7768,27.2988,50,0,0,0,0
523,1L2Y,1,136.64,28.0115,22.2734,50,1,-0.0017,5.5513,8.1245
524,1L2Y,1,74.06,45.3651,10.8989,50,1,0,0,0
525,1L2Y,1,155.54,35.175,17.6728,50,1,0,0,0
526,1L2Y,1,50.54,35.064,25.6931,38,5,0,0,0
527,1L2Y,1,111.7,38.3212,20.1207,50,1,0,0,0
528,1L2Y,1,119.74,41.1764,17.6048,50,2,0,0,0
529,1L2Y,1,82.46,55.5875,20.319,50,3,-0.0159,6.985,8.1248
530,1L2Y,1,-1.8,236.3621,11.5035,8,4,0,0,0
531,1L2Y,1,134.36,138.6011,15.0651,50,0,0,0,0
532,1L2Y,1,152.44,30.9187,25.1763,50,0,0,0,0
533,1L2Y,1,120.96,34.9644,21.7802,50,1,0,0,0
534,1L2Y,1,83.1,44.5162,23.029,50,1,0,0,0
535,1L2Y,1,128.12,39.6831,13.5257,50,2,0.0028,6.6588,8.1247
536,1L2Y,1,120.64,231.798,16.7184,50,2,0,0,0
537,1L2Y,1,147.46,36.7809,17.5121,50,2,0,0,0
538,1L2Y,1,143.48,115.2959,18.5816,50,3,0,0,0
539,1L2Y,1,107.4,183.1807,18.2519,50,0,0,0,0
540,1L2Y,1,117.04,36.6739,15.0681,50,1,-0.0014,6.4903,8.1249
541,1L2Y,1,119.6,41.9233,18.3967,50,0,0,0,0
542,1L2Y,1,88.44,167.8753,15.4074,50,3,0,0,0
543,1L2Y,1,-2.1,137.6903,14.2384,9,4,0,0,0
544,1L2Y,1,18.34,885.4695,12.3947,11,4,0,0,0
545,1L2Y,1,149.08,35.9172,13.6216,50,0,0,0,0
546,1L2Y,1,107.3,242.1198,14.9943,50,1,-0.0017,5.2126,8.1249
547,1L2Y,1,141.88,33.4527,16.6997,50,2,0,0,0
548,1L2Y,1,91.2,38.9402,19.7907,50,2,0,0,0
549,1L2Y,1,143.8,42.8659,17.9027,50,1,0,0,0
550,1L2Y,1,100.24,42.557,25.6301,50,0,0,0,0
551,1L2Y,1,110.38,33.0523,16.3979,50,1,0,0,0
552,1L2Y,1,91.86,37.2915,24.0321,50,0,0.0066,4.7539,8.1248
553,1L2Y,1,62.06,45.1181,10.8734,50,3,0,0,0
554,1L2Y,1,91.1,251.5295,13.8925,50,1,0,0,0
555,1L2Y,1,98.24,222.5174,18.609,50,1,0,0,0
556,1L2Y,1,119.34,45.5285,22.6445,50,1,0,0,0
557,1L2Y,1,114.16,38.7384,19.3682,50,0,0.0125,5.9067,8.1246
558,1L2Y,1,124.14,31.8455,16.4264,50,1,0,0,0
559,1L2Y,1,114.18,38.6107,12.8429,50,1,0,0,0
560,1L2Y,1,81.96,109.2208,13.3695,50,4,0,0,0
561,1L2Y,1,156.96,31.6814,20.1108,50,2,0,0,0
562,1L2Y,1,129.8,33.8095,24.6424,50,2,0.0161,6.505,8.1253
563,1L2Y,1,110.06,76.6287,15.5594,50,0,0,0,0
564,1L2Y,1,120.92,39.0912,18.5444,50,1,0,0,0
565,1L2Y,1,104.7,542.0318,14.5158,50,1,0,0,0
566,1L2Y,1,100.52,536.4218,15.8715,50,2,0,0,0
567,1L2Y,1,131.62,37.088,29.067,50,2,-0.0086,2.4886,8.1261
568,1L2Y,1,121.98,30.8406,24.255,50,0,0,0,0
569,1L2Y,1,15.96,27.059,14.7365,6,3,0,0,0
570,1L2Y,1,97.96,38.7197,16.5991,50,0,0,0,0
571,1L2Y,1,147.04,36.5054,27.2095,50,1,0,0,0
572,1L2Y,1,137.46,43.8985,20.7915,50,0,0,0,0
573,1L2Y,1,96.3,53.3919,16.3814,50,0,-0.0215,3.9246,8.1264
574,1L2Y,1,120.92,30.1518,14.8189,50,1,0,0,0
575,1L2Y,1,114.22,34.549,16.7233,50,0,0,0,0
576,1L2Y,1,109.6,46.8234,16.825,50,0,0,0,0
577,1L2Y,1,98.54,33.8246,13.9186,50,3,0,0,0
578,1L2Y,1,133.06,36.7448,18.9124,50,2,0.0028,5.7131,8.1256
579,1L2Y,1,159.76,31.6618,12.4873,50,1,0,0,0
580,1L2Y,1,114.34,45.8633,14.2267,50,1,0,0,0
581,1L2Y,1,98.16,41.9338,19.094,50,1,0,0,0
582,1L2Y,1,152.92,133.1556,12.6585,50,1,0,0,0
583,1L2Y,1,58.7,405.104,14.4944,32,5,0,0,0
584,1L2Y,1,106.84,32.8396,21.3737,50,1,-0.0066,4.7428,8.1253
585,1L2Y,1,94.3,35.3231,27.0663,50,3,0,0,0
586,1L2Y,1,126.12,249.6067,8.6982,50,4,0,0,0
587,1L2Y,1,108.62,134.7225,13.658,50,1,0,0,0
588,1L2Y,1,116.88,37.7525,14.4178,50,3,0,0,0
589,1L2Y,1,134.22,25.1074,9.8821,50,0,-0.0047,3.9702,8.1255
590,1L2Y,1,130.66,92.133,13.137,50,0,0,0,0
591,1L2Y,1,100.68,461.7527,16.055,50,3,0,0,0
592,1L2Y,1,145.16,50.4221,17.8592,50,2,0,0,0
593,1L2Y,1,101.9,39.2174,28.6067,50,1,0,0,0
594,1L2Y,1,28.78,264.5546,11.4967,30,4,-0.0134,4.9461,8.1251
595,1L2Y,1,113.04,53.5069,13.9209,50,2,0,0,0
596,1L2Y,1,128.4,29.0688,16.9037,50,2,0,0,0
597,1L2Y,1,91.62,353.6062,10.3987,50,0,0,0,0
598,1L2Y,1,73.34,529.1684,9.8089,50,2,0,0,0
599,1L2Y,1,125.34,34.2681,17.5266,50,1,-0.0071,11.0781,8.1247
600,1L2Y,1,164.1,39.4826,21.2326,50,0,0,0,0
601,1L2Y,1,100.28,41.4636,22.6809,50,2,0,0,0
602,1L2Y,1,140.6,28.5898,19.9057,50,1,0,0,0
603,1L2Y,1,154.48,80.7395,17.605,50,0,0,0,0
604,1L2Y,1,100.18,203.1621,9.936,50,2,0.0007,4.3805,8.1247
605,1L2Y,1,111.22,144.3123,18.9891,50,0,0,0,0
606,1L2Y,1,106.9,38.3839,17.9054,50,1,0,0,0
607,1L2Y,1,104.14,40.5489,13.1231,50,1,0,0,0
608,1L2Y,1,74.16,152.4884,12.926,50,0,0,0,0
609,1L2Y,1,-9.96,473.5207,13.7017,6,4,0,0,0
610,1L2Y,1,105.7,298.5281,8.414,50,1,0.0216,3.7947,8.1252
611,1L2Y,1,119.82,30.0266,18.2046,50,0,0,0,0
612,1L2Y,1,137.32,45.4191,26.9567,50,1,0,0,0
613,1L2Y,1,189.64,240.4518,9.8846,50,2,0,0,0
614,1L2Y,1,130.6,244.4993,16.3252,50,2,0,0,0
615,1L2Y,1,139.72,38.7997,10.9364,50,0,0,0,0
616,1L2Y,1,110.9,164.6594,17.2587,50,1,0.0,6.1685,8.1256
617,1L2Y,1,24.04,49.4733,11.7009,22,5,0,0,0
618,1L2Y,1,149.82,44.7963,21.5472,50,0,0,0,0
619,1L2Y,1,29.32,39.7758,24.2373,16,5,0,0,0
620,1L2Y,1,108.3,67.5552,19.2535,50,1,0,0,0
621,1L2Y,1,167.92,34.0789,19.3866,50,1,0,0,0
622,1L2Y,1,110.34,39.9094,12.9847,50,3,0.0087,5.7377,8.1252
623,1L2Y,1,89.88,148.086,21.5986,50,0,0,0,0
624,1L2Y,1,108.1,37.5431,16.5522,50,1,0,0,0
625,1L2Y,1,98.5,38.714,11.836,50,1,0,0,0
626,1L2Y,1,102.32,41.1543,17.648,50,0,0,0,0
627,1L2Y,1,138.24,33.9129,10.6995,50,2,-0.0027,2.7839,8.1247
628,1L2Y,1,113.34,41.3809,20.0753,50,1,0,0,0
629,1L2Y,1,96.16,38.1626,14.8647,50,3,0,0,0
630,1L2Y,1,117.14,32.8148,22.5898,50,1,0,0,0
631,1L2Y,1,88.52,38.9498,13.6142,50,0,0,0,0
632,1L2Y,1,172.26,43.3767,20.6865,50,0,0.0068,5.3117,8.1253
633,1L2Y,1,117.02,37.3439,14.9262,50,0,0,0,0
634,1L2Y,1,113.24,251.5149,20.3246,50,2,0,0,0
635,1L2Y,1,115.2,270.8171,20.1052,50,1,0,0,0
636,1L2Y,1,110.66,31.0272,26.8463,50,3,0,0,0
637,1L2Y,1,130.88,446.8512,16.9682,50,0,-0.0001,4.3314,8.1259
638,1L2Y,1,111.58,42.5598,11.367,50,2,0,0,0
639,1L2Y,1,82.66,277.094,15.4054,50,0,0,0,0
640,1L2Y,1,118.38,36.7068,17.9497,50,2,0,0,0
641,1L2Y,1,71.94,239.0371,16.7825,50,2,0,0,0
642,1L2Y,1,138.34,39.1419,17.1878,50,0,-0.0177,6.2699,8.1262
643,1L2Y,1,124.42,42.0812,28.0043,50,0,0,0,0
644,1L2Y,1,114.86,35.6207,29.8999,50,3,0,0,0
645,1L2Y,1,93.94,386.2411,12.6364,50,1,0,0,0
646,1L2Y,1,103.12,40.6649,22.6587,50,0,0,0,0
647,1L2Y,1,166.42,345.9351,15.622,50,1,-0.0064,5.8789,8.1263
648,1L2Y,1,122.82,32.6738,20.6931,50,3,0,0,0
649,1L2Y,1,97.48,28.845,12.8032,50,2,0,0,0
650,1L2Y,1,144.68,31.0835,26.4588,50,1,0,0,0
651,1L2Y,1,118.06,37.8176,20.7001,50,2,0,0,0
652,1L2Y,1,104.58,32.7454,14.9932,50,0,0,0,0
653,1L2Y,1,142.62,33.7352,27.4577,50,2,-0.0095,3.25,8.1262
654,1L2Y,1,122.0,75.1269,14.5299,50,2,0,0,0
655,1L2Y,1,113.16,65.8253,25.2392,50,3,0,0,0
656,1L2Y,1,-11.5,37.1159,12.9318,5,5,0,0,0
657,1L2Y,1,172.46,34.4317,17.5744,50,0,0,0,0
658,1L2Y,1,118.22,321.2471,10.3897,50,0,0,0,0
659,1L2Y,1,118.32,48.6107,10.7432,50,2,-0.018,6.671,8.126
660,1L2Y,1,164.1,156.5567,18.4724,50,2,0,0,0
661,1L2Y,1,-9.88,146.6836,10.7901,6,4,0,0,0
662,1L2Y,1,115.96,296.1573,14.8594,50,0,0,0,0
663,1L2Y,1,100.32,144.5893,17.625,50,0,0,0,0
664,1L2Y,1,126.34,27.4402,20.9343,50,1,0,0,0
665,1L2Y,1,137.86,35.0452,19.2732,50,0,-0.0106,4.9884,8.1257
666,1L2Y,1,119.96,138.7595,11.08,50,1,0,0,0
667,1L2Y,1,121.58,31.4161,19.3106,50,1,0,0,0
668,1L2Y,1,149.5,175.8512,13.3486,50,1,0,0,0
669,1L2Y,1,105.58,235.9836,15.6685,50,2,0,0,0
670,1L2Y,1,132.04,29.0647,23.3625,50,1,-0.0077,2.5885,8.1254
671,1L2Y,1,100.72,42.5579,24.6924,50,2,0,0,0
672,1L2Y,1,157.82,40.5097,11.3185,50,0,0,0,0
673,1L2Y,1,91.6,38.333,14.7425,50,2,0,0,0
674,1L2Y,1,-11.5,17.7631,13.4135,5,5,0,0,0
675,1L2Y,1,79.42,50.4084,22.2804,50,0,0,0,0
676,1L2Y,1,118.44,28.2333,21.3384,50,1,-0.0138,7.01,8.1252
677,1L2Y,1,101.2,34.0789,10.0026,50,1,0,0,0
678,1L2Y,1,-1.22,40.9176,7.149,7,4,0,0,0
679,1L2Y,1,121.4,137.5335,14.221,50,3,0,0,0
680,1L2Y,1,144.58,123.3074,17.0834,50,2,0,0,0
681,1L2Y,1,112.34,224.8215,12.1917,50,2,0,0,0
682,1L2Y,1,109.12,49.8351,14.7281,50,0,0.0019,4.5253,8.1251
683,1L2Y,1,75.06,39.6133,18.4043,50,1,0,0,0
684,1L2Y,1,124.6,38.9478,18.1274,50,0,0,0,0
685,1L2Y,1,115.44,46.5515,14.2802,50,2,0,0,0
686,1L2Y,1,139.86,29.9618,14.4939,50,0,0,0,0
687,1L2Y,1,118.82,181.563,9.6352,50,2,-0.0015,6.3945,8.1249
688,1L2Y,1,114.88,334.2073,12.1116,50,3,0,0,0
689,1L2Y,1,122.52,44.2682,23.2406,50,0,0,0,0
690,1L2Y,1,138.08,34.1448,20.9802,50,0,0,0,0
691,1L2Y,1,131.5,55.3312,19.1733,50,0,0,0,0
692,1L2Y,1,99.14,34.4596,22.5557,50,0,0.0036,5.4081,8.1249
693,1L2Y,1,137.58,217.6311,13.6667,50,3,0,0,0
694,1L2Y,1,105.04,34.2772,23.1544,50,1,0,0,0
695,1L2Y,1,122.22,206.5012,19.258,50,0,0,0,0
696,1L2Y,1,133.2,35.5229,14.5788,50,2,0,0,0
697,1L2Y,1,138.22,33.2569,21.764,50,1,-0.0051,3.6251,8.1249
698,1L2Y,1,83.7,36.3014,25.2353,50,1,0,0,0
699,1L2Y,1,103.84,33.7158,14.603,50,0,0,0,0
700,1L2Y,1,90.28,46.5177,15.485,50,1,0,0,0
701,1L2Y,1,99.4,282.6181,12.5595,50,4,0,0,0
702,1L2Y,1,125.4,237.6624,17.2259,50,1,0.0014,5.5663,8.1251
703,1L2Y,1,150.28,308.4699,21.6124,50,1,0,0,0
704,1L2Y,1,142.88,130.5163,14.8256,50,0,0,0,0
705,1L2Y,1,143.68,33.6192,14.2526,50,3,0,0,0
706,1L2Y,1,114.2,142.9498,21.9844,50,2,0,0,0
707,1L2Y,1,-6.08,40.7334,24.6532,12,4,0,0,0
708,1L2Y,1,133.0,34.0962,18.471,50,0,-0.0153,5.5033,8.1254
709,1L2Y,1,151.48,34.6491,14.3797,50,0,0,0,0
710,1L2Y,1,149.34,45.4068,18.6005,50,3,0,0,0
711,1L2Y,1,155.88,142.8055,13.6076,50,1,0,0,0
712,1L2Y,1,124.0,37.9744,13.9808,50,2,0,0,0
713,1L2Y,1,-11.9,138.8945,17.2333,6,5,0,0,0
714,1L2Y,1,133.34,35.8024,14.2364,50,0,0.0101,5.2545,8.1256
715,1L2Y,1,91.8,38.1018,18.6933,50,2,0,0,0
716,1L2Y,1,124.32,36.9194,15.1488,50,2,0,0,0
717,1L2Y,1,126.68,135.6545,18.8178,50,1,0,0,0
718,1L2Y,1,31.62,266.9523,24.1759,25,5,0,0,0
719,1L2Y,1,112.22,237.9342,17.4,50,2,0,0,0
720,1L2Y,1,115.48,38.1448,21.0703,50,2,-0.0083,6.0029,8.1256
721,1L2Y,1,101.38,341.2872,16.0925,50,3,0,0,0
722,1L2Y,1,142.44,39.9039,21.8148,50,2,0,0,0
723,1L2Y,1,137.44,63.1024,12.7111,50,1,0,0,0
724,1L2Y,1,99.88,33.3977,17.9088,50,1,0,0,0
725,1L2Y,1,131.34,38.4873,21.8052,50,1,-0.0039,4.6076,8.1253
726,1L2Y,1,105.32,41.2931,19.6052,50,1,0,0,0
727,1L2Y,1,106.58,93.9182,17.6214,50,1,0,0,0
728,1L2Y,1,118.26,36.8068,12.1468,50,2,0,0,0
729,1L2Y,1,67.3,153.4561,13.3611,50,3,0,0,0
730,1L2Y,1,122.22,40.1619,22.2802,50,4,-0.0048,3.8815,8.1253
731,1L2Y,1,114.28,28.7524,12.7454,50,1,0,0,0
732,1L2Y,1,-11.5,32.1781,20.5985,5,5,0,0,0
733,1L2Y,1,122.34,47.3549,22.3395,50,0,0,0,0
734,1L2Y,1,113.08,44.194,11.2141,50,0,0,0,0
735,1L2Y,1,75.38,32.7183,20.2871,50,3,0,0,0
736,1L2Y,1,129.78,28.8134,17.8536,50,1,-0.0022,3.3113,8.1255
737,1L2Y,1,124.92,34.1396,10.204,50,0,0,0,0
738,1L2Y,1,136.12,41.3047,12.9005,50,0,0,0,0
739,1L2Y,1,123.54,88.7165,13.3106,50,2,0,0,0
740,1L2Y,1,84.2,45.5069,9.6239,50,4,0,0,0
741,1L2Y,1,117.36,37.7938,12.3409,50,1,-0.0042,4.1426,8.1256
742,1L2Y,1,131.3,34.9276,19.4115,50,0,0,0,0
743,1L2Y,1,89.78,47.9667,14.354,50,1,0,0,0
744,1L2Y,1,127.96,31.1221,13.8941,50,0,0,0,0
745,1L2Y,1,71.94,45.7967,27.3638,50,4,0,0,0
746,1L2Y,1,141.98,134.072,20.6833,50,1,-0.0171,6.2974,8.1255
747,1L2Y,1,119.28,28.359,10.5015,50,3,0,0,0
748,1L2Y,1,9.52,364.7362,18.7986,10,4,0,0,0
749,1L2Y,1,136.3,43.1497,14.518,50,1,0,0,0
750,1L2Y,1,-11.5,41.9207,8.655,5,5,0,0,0
751,1L2Y,1,152.44,30.3771,19.2256,50,1,0,0,0
752,1L2Y,1,126.62,45.8389,14.2833,50,1,0,0,0
753,1L2Y,1,84.86,36.6814,19.1397,50,1,-0.0004,5.0104,8.1254
754,1L2Y,1,96.06,340.4801,19.2504,50,1,0,0,0
755,1L2Y,1,75.1,254.5996,16.1673,36,5,0,0,0
756,1L2Y,1,127.42,66.653,20.4526,50,2,0,0,0
757,1L2Y,1,108.4,43.4586,13.6946,50,1,0,0,0
758,1L2Y,1,156.08,41.5258,24.256,50,0,0.001,5.2232,8.1252
759,1L2Y,1,89.1,34.7046,30.4501,50,1,0,0,0
760,1L2Y,1,59.22,261.2033,11.0849,50,2,0,0,0
761,1L2Y,1,127.38,41.7116,21.0333,50,0,0,0,0
762,1L2Y,1,104.28,354.3181,16.5089,50,3,0,0,0
763,1L2Y,1,112.98,41.2634,18.8907,50,0,0,0,0
764,1L2Y,1,88.56,22.8161,10.3799,50,3,-0.0078,6.1531,8.1252
765,1L2Y,1,138.28,44.3433,17.3437,50,1,0,0,0
766,1L2Y,1,69.58,58.8043,10.4912,50,2,0,0,0
767,1L2Y,1,111.4,49.8384,13.6084,50,0,0,0,0
768,1L2Y,1,128.08,443.6158,15.9557,50,3,0,0,0
769,1L2Y,1,127.3,40.2718,13.6135,50,1,-0.0191,5.5371,8.1252
770,1L2Y,1,99.22,145.8687,11.9224,50,0,0,0,0
771,1L2Y,1,140.42,40.059,15.0683,50,3,0,0,0
772,1L2Y,1,120.52,40.7339,24.589,50,2,0,0,0
773,1L2Y,1,127.84,39.1408,16.7175,50,0,0,0,0
774,1L2Y,1,84.3,163.4506,15.3689,50,3,-0.0136,4.2318,8.1252
775,1L2Y,1,152.06,35.6528,16.7513,50,0,0,0,0
776,1L2Y,1,105.66,59.3794,19.4227,50,0,0,0,0
777,1L2Y,1,123.26,251.8816,13.4329,50,1,0,0,0
778,1L2Y,1,127.06,35.0521,20.5013,50,1,0,0,0
779,1L2Y,1,84.42,133.1785,19.0114,50,3,-0.0131,5.9832,8.1253
780,1L2Y,1,-2.74,205.0089,12.8593,14,5,0,0,0
